username,qualification,skills,technical_job_role,non_technical_job_role
user4574,M.Tech,Technical Skill 29,Technical Job Role 4577,Non-Technical Field 669
user4575,B.Tech,Technical Skill 446,Technical Job Role 6439,Non-Technical Field 851
user4576,10th Pass,Technical Skill 601,Technical Job Role 255,Non-Technical Field 241
user4577,B.Tech,Technical Skill 954,Technical Job Role 2527,Non-Technical Field 422
user4578,12th Pass,Technical Skill 131,Technical Job Role 3327,Non-Technical Field 976
user4579,B.Tech,Technical Skill 596,Technical Job Role 4569,Non-Technical Field 126
user4580,B.Tech,Technical Skill 894,Technical Job Role 6340,Non-Technical Field 128
user4581,12th Pass,Technical Skill 171,Technical Job Role 3580,Non-Technical Field 38
user4582,10th Pass,Technical Skill 106,Technical Job Role 8213,Non-Technical Field 262
user4583,B.Tech,Technical Skill 258,Technical Job Role 1403,Non-Technical Field 437
user4584,10th Pass,Technical Skill 4,Technical Job Role 7588,Non-Technical Field 258
user4585,12th Pass,Technical Skill 187,Technical Job Role 537,Non-Technical Field 460
user4586,M.Tech,Technical Skill 858,Technical Job Role 3853,Non-Technical Field 333
user4587,B.Tech,Technical Skill 301,Technical Job Role 5862,Non-Technical Field 536
user4588,M.Tech,Technical Skill 748,Technical Job Role 840,Non-Technical Field 132
user4589,10th Pass,Technical Skill 628,Technical Job Role 9338,Non-Technical Field 74
user4590,B.Tech,Technical Skill 777,Technical Job Role 8197,Non-Technical Field 974
user4591,B.Tech,Technical Skill 138,Technical Job Role 5446,Non-Technical Field 317
user4592,B.Tech,Technical Skill 283,Technical Job Role 3158,Non-Technical Field 551
user4593,10th Pass,Technical Skill 760,Technical Job Role 8898,Non-Technical Field 769
user4594,B.Tech,Technical Skill 701,Technical Job Role 5507,Non-Technical Field 142
user4595,B.Tech,Technical Skill 421,Technical Job Role 8546,Non-Technical Field 674
user4596,12th Pass,Technical Skill 830,Technical Job Role 1640,Non-Technical Field 259
user4597,12th Pass,Technical Skill 405,Technical Job Role 430,Non-Technical Field 528
user4598,M.Tech,Technical Skill 805,Technical Job Role 7613,Non-Technical Field 686
user4599,M.Tech,Technical Skill 183,Technical Job Role 8706,Non-Technical Field 752
user4600,B.Tech,Technical Skill 881,Technical Job Role 4319,Non-Technical Field 350
user4601,M.Tech,Technical Skill 684,Technical Job Role 7219,Non-Technical Field 646
user4602,M.Tech,Technical Skill 983,Technical Job Role 4741,Non-Technical Field 125
user4603,M.Tech,Technical Skill 874,Technical Job Role 9383,Non-Technical Field 628
user4604,B.Tech,Technical Skill 77,Technical Job Role 1260,Non-Technical Field 115
user4605,12th Pass,Technical Skill 1,Technical Job Role 9078,Non-Technical Field 998
user4606,10th Pass,Technical Skill 878,Technical Job Role 3610,Non-Technical Field 408
user4607,10th Pass,Technical Skill 477,Technical Job Role 4433,Non-Technical Field 430
user4608,B.Tech,Technical Skill 384,Technical Job Role 7795,Non-Technical Field 854
user4609,B.Tech,Technical Skill 862,Technical Job Role 1112,Non-Technical Field 392
user4610,10th Pass,Technical Skill 5,Technical Job Role 2191,Non-Technical Field 831
user4611,12th Pass,Technical Skill 969,Technical Job Role 5980,Non-Technical Field 193
user4612,10th Pass,Technical Skill 711,Technical Job Role 817,Non-Technical Field 5
user4613,12th Pass,Technical Skill 444,Technical Job Role 4661,Non-Technical Field 568
user4614,12th Pass,Technical Skill 451,Technical Job Role 3925,Non-Technical Field 178
user4615,B.Tech,Technical Skill 404,Technical Job Role 9679,Non-Technical Field 805
user4616,B.Tech,Technical Skill 228,Technical Job Role 1756,Non-Technical Field 416
user4617,M.Tech,Technical Skill 888,Technical Job Role 9823,Non-Technical Field 695
user4618,12th Pass,Technical Skill 403,Technical Job Role 8801,Non-Technical Field 586
user4619,M.Tech,Technical Skill 594,Technical Job Role 5236,Non-Technical Field 299
user4620,10th Pass,Technical Skill 474,Technical Job Role 1462,Non-Technical Field 933
user4621,B.Tech,Technical Skill 253,Technical Job Role 51,Non-Technical Field 749
user4622,12th Pass,Technical Skill 690,Technical Job Role 6318,Non-Technical Field 986
user4623,10th Pass,Technical Skill 290,Technical Job Role 5081,Non-Technical Field 333
user4624,B.Tech,Technical Skill 203,Technical Job Role 8291,Non-Technical Field 776
user4625,10th Pass,Technical Skill 430,Technical Job Role 8820,Non-Technical Field 601
user4626,B.Tech,Technical Skill 668,Technical Job Role 8997,Non-Technical Field 726
user4627,12th Pass,Technical Skill 595,Technical Job Role 9576,Non-Technical Field 735
user4628,12th Pass,Technical Skill 9,Technical Job Role 3356,Non-Technical Field 109
user4629,10th Pass,Technical Skill 710,Technical Job Role 3311,Non-Technical Field 844
user4630,12th Pass,Technical Skill 985,Technical Job Role 9262,Non-Technical Field 57
user4631,12th Pass,Technical Skill 195,Technical Job Role 9741,Non-Technical Field 823
user4632,12th Pass,Technical Skill 998,Technical Job Role 514,Non-Technical Field 741
user4633,10th Pass,Technical Skill 213,Technical Job Role 4814,Non-Technical Field 863
user4634,B.Tech,Technical Skill 59,Technical Job Role 3077,Non-Technical Field 899
user4635,12th Pass,Technical Skill 417,Technical Job Role 4257,Non-Technical Field 158
user4636,B.Tech,Technical Skill 888,Technical Job Role 102,Non-Technical Field 702
user4637,B.Tech,Technical Skill 615,Technical Job Role 4843,Non-Technical Field 967
user4638,B.Tech,Technical Skill 67,Technical Job Role 4775,Non-Technical Field 86
user4639,12th Pass,Technical Skill 368,Technical Job Role 676,Non-Technical Field 775
user4640,10th Pass,Technical Skill 416,Technical Job Role 2327,Non-Technical Field 944
user4641,12th Pass,Technical Skill 127,Technical Job Role 8755,Non-Technical Field 57
user4642,12th Pass,Technical Skill 943,Technical Job Role 9189,Non-Technical Field 262
user4643,10th Pass,Technical Skill 670,Technical Job Role 730,Non-Technical Field 104
user4644,12th Pass,Technical Skill 5,Technical Job Role 871,Non-Technical Field 434
user4645,10th Pass,Technical Skill 928,Technical Job Role 4578,Non-Technical Field 585
user4646,M.Tech,Technical Skill 20,Technical Job Role 2676,Non-Technical Field 504
user4647,12th Pass,Technical Skill 65,Technical Job Role 3319,Non-Technical Field 879
user4648,M.Tech,Technical Skill 86,Technical Job Role 9121,Non-Technical Field 248
user4649,B.Tech,Technical Skill 674,Technical Job Role 1606,Non-Technical Field 394
user4650,B.Tech,Technical Skill 133,Technical Job Role 8094,Non-Technical Field 404
user4651,12th Pass,Technical Skill 773,Technical Job Role 3594,Non-Technical Field 618
user4652,B.Tech,Technical Skill 803,Technical Job Role 5230,Non-Technical Field 417
user4653,B.Tech,Technical Skill 926,Technical Job Role 7845,Non-Technical Field 444
user4654,10th Pass,Technical Skill 151,Technical Job Role 2152,Non-Technical Field 663
user4655,12th Pass,Technical Skill 569,Technical Job Role 5369,Non-Technical Field 523
user4656,M.Tech,Technical Skill 583,Technical Job Role 4443,Non-Technical Field 418
user4657,B.Tech,Technical Skill 770,Technical Job Role 5700,Non-Technical Field 473
user4658,B.Tech,Technical Skill 704,Technical Job Role 7112,Non-Technical Field 37
user4659,12th Pass,Technical Skill 667,Technical Job Role 3593,Non-Technical Field 541
user4660,12th Pass,Technical Skill 595,Technical Job Role 1534,Non-Technical Field 882
user4661,B.Tech,Technical Skill 969,Technical Job Role 5008,Non-Technical Field 83
user4662,12th Pass,Technical Skill 520,Technical Job Role 9003,Non-Technical Field 425
user4663,B.Tech,Technical Skill 969,Technical Job Role 8034,Non-Technical Field 921
user4664,B.Tech,Technical Skill 958,Technical Job Role 3515,Non-Technical Field 717
user4665,12th Pass,Technical Skill 942,Technical Job Role 1859,Non-Technical Field 100
user4666,M.Tech,Technical Skill 418,Technical Job Role 6852,Non-Technical Field 610
user4667,B.Tech,Technical Skill 694,Technical Job Role 18,Non-Technical Field 136
user4668,B.Tech,Technical Skill 252,Technical Job Role 6325,Non-Technical Field 308
user4669,10th Pass,Technical Skill 291,Technical Job Role 2140,Non-Technical Field 649
user4670,M.Tech,Technical Skill 820,Technical Job Role 2720,Non-Technical Field 696
user4671,B.Tech,Technical Skill 988,Technical Job Role 4994,Non-Technical Field 652
user4672,10th Pass,Technical Skill 468,Technical Job Role 6403,Non-Technical Field 706
user4673,B.Tech,Technical Skill 797,Technical Job Role 5838,Non-Technical Field 308
user4674,M.Tech,Technical Skill 671,Technical Job Role 5395,Non-Technical Field 290
user4675,12th Pass,Technical Skill 497,Technical Job Role 7000,Non-Technical Field 640
user4676,10th Pass,Technical Skill 411,Technical Job Role 7027,Non-Technical Field 340
user4677,B.Tech,Technical Skill 402,Technical Job Role 2115,Non-Technical Field 370
user4678,12th Pass,Technical Skill 867,Technical Job Role 5152,Non-Technical Field 749
user4679,10th Pass,Technical Skill 580,Technical Job Role 4609,Non-Technical Field 665
user4680,B.Tech,Technical Skill 820,Technical Job Role 5771,Non-Technical Field 990
user4681,12th Pass,Technical Skill 379,Technical Job Role 5720,Non-Technical Field 656
user4682,B.Tech,Technical Skill 182,Technical Job Role 3869,Non-Technical Field 649
user4683,B.Tech,Technical Skill 601,Technical Job Role 7287,Non-Technical Field 368
user4684,10th Pass,Technical Skill 423,Technical Job Role 124,Non-Technical Field 745
user4685,B.Tech,Technical Skill 599,Technical Job Role 2025,Non-Technical Field 263
user4686,12th Pass,Technical Skill 653,Technical Job Role 4592,Non-Technical Field 877
user4687,12th Pass,Technical Skill 79,Technical Job Role 4910,Non-Technical Field 231
user4688,B.Tech,Technical Skill 187,Technical Job Role 770,Non-Technical Field 957
user4689,12th Pass,Technical Skill 69,Technical Job Role 4372,Non-Technical Field 243
user4690,B.Tech,Technical Skill 210,Technical Job Role 3397,Non-Technical Field 947
user4691,12th Pass,Technical Skill 813,Technical Job Role 7589,Non-Technical Field 302
user4692,B.Tech,Technical Skill 10,Technical Job Role 1007,Non-Technical Field 947
user4693,12th Pass,Technical Skill 117,Technical Job Role 851,Non-Technical Field 444
user4694,M.Tech,Technical Skill 649,Technical Job Role 4327,Non-Technical Field 998
user4695,10th Pass,Technical Skill 781,Technical Job Role 8802,Non-Technical Field 71
user4696,M.Tech,Technical Skill 188,Technical Job Role 4930,Non-Technical Field 272
user4697,10th Pass,Technical Skill 851,Technical Job Role 1399,Non-Technical Field 126
user4698,12th Pass,Technical Skill 799,Technical Job Role 7660,Non-Technical Field 432
user4699,M.Tech,Technical Skill 972,Technical Job Role 1374,Non-Technical Field 290
user4700,B.Tech,Technical Skill 322,Technical Job Role 2291,Non-Technical Field 294
user4701,10th Pass,Technical Skill 661,Technical Job Role 4319,Non-Technical Field 7
user4702,B.Tech,Technical Skill 428,Technical Job Role 9211,Non-Technical Field 696
user4703,10th Pass,Technical Skill 740,Technical Job Role 4774,Non-Technical Field 637
user4704,10th Pass,Technical Skill 152,Technical Job Role 9677,Non-Technical Field 141
user4705,10th Pass,Technical Skill 454,Technical Job Role 8808,Non-Technical Field 484
user4706,B.Tech,Technical Skill 552,Technical Job Role 7660,Non-Technical Field 51
user4707,B.Tech,Technical Skill 142,Technical Job Role 6790,Non-Technical Field 453
user4708,M.Tech,Technical Skill 329,Technical Job Role 1980,Non-Technical Field 780
user4709,12th Pass,Technical Skill 257,Technical Job Role 4416,Non-Technical Field 167
user4710,12th Pass,Technical Skill 161,Technical Job Role 2557,Non-Technical Field 21
user4711,10th Pass,Technical Skill 453,Technical Job Role 2212,Non-Technical Field 256
user4712,12th Pass,Technical Skill 637,Technical Job Role 254,Non-Technical Field 844
user4713,B.Tech,Technical Skill 36,Technical Job Role 3338,Non-Technical Field 458
user4714,M.Tech,Technical Skill 910,Technical Job Role 6495,Non-Technical Field 792
user4715,12th Pass,Technical Skill 565,Technical Job Role 7198,Non-Technical Field 558
user4716,B.Tech,Technical Skill 124,Technical Job Role 241,Non-Technical Field 429
user4717,M.Tech,Technical Skill 846,Technical Job Role 7951,Non-Technical Field 767
user4718,M.Tech,Technical Skill 991,Technical Job Role 2619,Non-Technical Field 549
user4719,B.Tech,Technical Skill 334,Technical Job Role 5806,Non-Technical Field 287
user4720,M.Tech,Technical Skill 875,Technical Job Role 7,Non-Technical Field 698
user4721,M.Tech,Technical Skill 735,Technical Job Role 5867,Non-Technical Field 872
user4722,12th Pass,Technical Skill 718,Technical Job Role 5367,Non-Technical Field 870
user4723,10th Pass,Technical Skill 556,Technical Job Role 9456,Non-Technical Field 457
user4724,12th Pass,Technical Skill 674,Technical Job Role 4827,Non-Technical Field 1000
user4725,B.Tech,Technical Skill 736,Technical Job Role 9092,Non-Technical Field 298
user4726,12th Pass,Technical Skill 275,Technical Job Role 5337,Non-Technical Field 508
user4727,12th Pass,Technical Skill 485,Technical Job Role 5702,Non-Technical Field 594
user4728,M.Tech,Technical Skill 445,Technical Job Role 6090,Non-Technical Field 403
user4729,10th Pass,Technical Skill 741,Technical Job Role 5903,Non-Technical Field 622
user4730,M.Tech,Technical Skill 275,Technical Job Role 5845,Non-Technical Field 624
user4731,10th Pass,Technical Skill 456,Technical Job Role 3373,Non-Technical Field 595
user4732,B.Tech,Technical Skill 301,Technical Job Role 4746,Non-Technical Field 443
user4733,M.Tech,Technical Skill 40,Technical Job Role 3851,Non-Technical Field 364
user4734,B.Tech,Technical Skill 865,Technical Job Role 249,Non-Technical Field 464
user4735,B.Tech,Technical Skill 553,Technical Job Role 4109,Non-Technical Field 145
user4736,10th Pass,Technical Skill 417,Technical Job Role 3931,Non-Technical Field 604
user4737,B.Tech,Technical Skill 901,Technical Job Role 6622,Non-Technical Field 917
user4738,12th Pass,Technical Skill 134,Technical Job Role 6887,Non-Technical Field 230
user4739,B.Tech,Technical Skill 75,Technical Job Role 7238,Non-Technical Field 47
user4740,10th Pass,Technical Skill 64,Technical Job Role 7530,Non-Technical Field 696
user4741,B.Tech,Technical Skill 860,Technical Job Role 8107,Non-Technical Field 397
user4742,B.Tech,Technical Skill 249,Technical Job Role 7645,Non-Technical Field 219
user4743,B.Tech,Technical Skill 763,Technical Job Role 3475,Non-Technical Field 198
user4744,B.Tech,Technical Skill 103,Technical Job Role 6021,Non-Technical Field 467
user4745,10th Pass,Technical Skill 337,Technical Job Role 369,Non-Technical Field 114
user4746,10th Pass,Technical Skill 889,Technical Job Role 4163,Non-Technical Field 594
user4747,M.Tech,Technical Skill 466,Technical Job Role 6315,Non-Technical Field 683
user4748,M.Tech,Technical Skill 377,Technical Job Role 6649,Non-Technical Field 502
user4749,M.Tech,Technical Skill 867,Technical Job Role 1097,Non-Technical Field 492
user4750,B.Tech,Technical Skill 471,Technical Job Role 4959,Non-Technical Field 653
user4751,B.Tech,Technical Skill 308,Technical Job Role 8363,Non-Technical Field 192
user4752,10th Pass,Technical Skill 785,Technical Job Role 7736,Non-Technical Field 65
user4753,B.Tech,Technical Skill 754,Technical Job Role 528,Non-Technical Field 499
user4754,10th Pass,Technical Skill 261,Technical Job Role 5894,Non-Technical Field 338
user4755,10th Pass,Technical Skill 12,Technical Job Role 7249,Non-Technical Field 141
user4756,M.Tech,Technical Skill 273,Technical Job Role 1541,Non-Technical Field 986
user4757,12th Pass,Technical Skill 467,Technical Job Role 7306,Non-Technical Field 306
user4758,10th Pass,Technical Skill 873,Technical Job Role 8754,Non-Technical Field 374
user4759,12th Pass,Technical Skill 479,Technical Job Role 7502,Non-Technical Field 745
user4760,10th Pass,Technical Skill 289,Technical Job Role 8298,Non-Technical Field 904
user4761,10th Pass,Technical Skill 517,Technical Job Role 4823,Non-Technical Field 238
user4762,B.Tech,Technical Skill 54,Technical Job Role 1486,Non-Technical Field 287
